dam_name,dam_code,obsrdt,inflowqy,lowlevel,rf,rsvwtqy,rsvwtrt,totdcwtrqy
섬진강,4001110,2026-05-26 08:00:00,10.692,184.83,0.0,208.448,44.7,25.025
섬진강,4001110,2026-05-26 09:00:00,0.0,184.82,0.0,208.356,44.7,25.027
섬진강,4001110,2026-05-26 10:00:00,10.274,184.82,0.0,208.303,44.7,25.024
섬진강,4001110,2026-05-26 11:00:00,6.054,184.81,0.0,208.235,44.7,25.026
섬진강,4001110,2026-05-26 12:00:00,20.398,184.81,0.0,208.218,44.7,25.037
섬진강,4001110,2026-05-26 13:00:00,0.0,184.81,0.0,208.1,44.7,25.041
섬진강,4001110,2026-05-26 14:00:00,0.0,184.8,0.0,207.967,44.6,25.041
섬진강,4001110,2026-05-26 15:00:00,26.703,184.8,0.0,207.973,44.6,25.036
섬진강,4001110,2026-05-26 16:00:00,0.0,184.78,0.0,207.78,44.6,25.04
섬진강,4001110,2026-05-26 17:00:00,3.998,184.78,0.0,207.704,44.6,25.054
섬진강,4001110,2026-05-26 18:00:00,0.0,184.77,0.0,207.614,44.6,25.037
섬진강,4001110,2026-05-26 19:00:00,10.306,184.77,0.0,207.561,44.5,25.028
섬진강,4001110,2026-05-26 20:00:00,18.713,184.77,0.0,207.538,44.5,25.019
섬진강,4001110,2026-05-26 21:00:00,8.183,184.76,0.9,207.477,44.5,25.016
섬진강,4001110,2026-05-26 22:00:00,4.442,184.76,0.0,207.403,44.5,25.025
섬진강,4001110,2026-05-26 23:00:00,28.796,184.76,0.0,207.417,44.5,25.018
섬진강,4001110,2026-05-27 00:00:00,0.0,184.75,0.0,207.22,44.5,25.026
섬진강,4001110,2026-05-27 01:00:00,0.0,184.74,0.0,207.129,44.5,25.017
섬진강,4001110,2026-05-27 02:00:00,15.758,184.74,0.0,207.096,44.4,25.008
섬진강,4001110,2026-05-27 03:00:00,21.666,184.74,0.0,207.084,44.4,25.027
섬진강,4001110,2026-05-27 04:00:00,0.0,184.73,0.0,206.945,44.4,25.019
섬진강,4001110,2026-05-27 05:00:00,13.262,184.73,0.0,206.903,44.4,25.012
섬진강,4001110,2026-05-27 06:00:00,8.241,184.72,0.0,206.842,44.4,25.019
섬진강,4001110,2026-05-27 07:00:00,4.05,184.72,0.0,206.767,44.4,25.022
섬진강,4001110,2026-05-27 08:00:00,13.285,184.71,0.0,206.725,44.4,25.035
섬진강,4001110,2026-05-27 09:00:00,3.227,184.71,0.0,206.646,44.3,25.033
섬진강,4001110,2026-05-27 10:00:00,12.052,184.71,0.0,206.599,44.3,25.052
주암(본),4007110,2026-05-24 10:00:00,20.553,101.94,0.0,258.091,56.5,18.386
주암(본),4007110,2026-05-24 11:00:00,0.0,101.93,0.0,257.966,56.5,18.153
주암(본),4007110,2026-05-24 12:00:00,29.925,101.93,0.0,258.014,56.5,16.508
주암(본),4007110,2026-05-24 13:00:00,0.0,101.93,0.0,257.898,56.4,16.494
주암(본),4007110,2026-05-24 14:00:00,0.0,101.92,0.0,257.832,56.4,16.531
주암(본),4007110,2026-05-24 15:00:00,9.547,101.92,0.0,257.802,56.4,18.13
주암(본),4007110,2026-05-24 16:00:00,0.0,101.92,0.0,257.688,56.4,18.388
주암(본),4007110,2026-05-24 17:00:00,23.205,101.92,0.0,257.705,56.4,18.399
주암(본),4007110,2026-05-24 18:00:00,2.886,101.92,0.0,257.649,56.4,18.414
주암(본),4007110,2026-05-24 19:00:00,44.686,101.92,0.0,257.744,56.4,18.436
주암(본),4007110,2026-05-24 20:00:00,0.0,101.91,0.0,257.609,56.4,18.456
주암(본),4007110,2026-05-24 21:00:00,17.412,101.91,0.0,257.605,56.4,18.468
주암(본),4007110,2026-05-24 22:00:00,22.759,101.91,0.0,257.62,56.4,18.481
주암(본),4007110,2026-05-24 23:00:00,16.886,101.91,0.0,257.615,56.4,18.497
주암(본),4007110,2026-05-25 00:00:00,0.843,101.91,0.0,257.551,56.4,18.51
주암(본),4007110,2026-05-25 01:00:00,0.0,101.91,0.0,257.468,56.3,18.517
주암(본),4007110,2026-05-25 02:00:00,20.136,101.91,0.0,257.474,56.3,18.525
주암(본),4007110,2026-05-25 03:00:00,2.481,101.9,0.0,257.416,56.3,18.537
주암(본),4007110,2026-05-25 04:00:00,9.993,101.9,0.0,257.385,56.3,18.549
주암(본),4007110,2026-05-25 05:00:00,0.0,101.9,0.0,257.279,56.3,18.556
주암(본),4007110,2026-05-25 06:00:00,8.403,101.89,0.0,257.243,56.3,18.57
주암(본),4007110,2026-05-25 07:00:00,17.518,101.89,0.0,257.239,56.3,18.574
주암(본),4007110,2026-05-25 08:00:00,2.53,101.89,0.0,257.181,56.3,18.586
주암(본),4007110,2026-05-25 09:00:00,14.326,101.89,0.0,257.166,56.3,18.604
주암(본),4007110,2026-05-25 10:00:00,0.0,101.88,0.0,257.002,56.2,18.625
주암(본),4007110,2026-05-25 11:00:00,0.0,101.87,0.0,256.858,56.2,18.617
주암(본),4007110,2026-05-25 12:00:00,48.012,101.88,0.0,256.964,56.2,18.623
주암(본),4007110,2026-05-25 13:00:00,0.0,101.87,0.0,256.814,56.2,18.651
주암(본),4007110,2026-05-25 14:00:00,26.125,101.87,0.0,256.84,56.2,18.653
주암(본),4007110,2026-05-25 15:00:00,0.0,101.87,0.0,256.754,56.2,18.669
주암(본),4007110,2026-05-25 16:00:00,0.0,101.86,0.0,256.679,56.2,18.679
주암(본),4007110,2026-05-25 17:00:00,1.605,101.86,0.0,256.617,56.2,18.688
주암(본),4007110,2026-05-25 18:00:00,11.232,101.86,0.0,256.591,56.2,18.704
주암(본),4007110,2026-05-25 19:00:00,17.105,101.86,0.0,256.585,56.2,18.716
주암(본),4007110,2026-05-25 20:00:00,30.479,101.86,0.0,256.627,56.2,18.729
주암(본),4007110,2026-05-25 21:00:00,13.412,101.86,0.0,256.608,56.2,18.745
주암(본),4007110,2026-05-25 22:00:00,4.332,101.86,0.0,256.556,56.1,18.749
주암(본),4007110,2026-05-25 23:00:00,51.865,101.86,0.0,256.675,56.2,18.754
주암(본),4007110,2026-05-26 00:00:00,48.131,101.87,0.0,256.781,56.2,18.77
주암(본),4007110,2026-05-26 01:00:00,81.321,101.88,0.0,257.006,56.2,18.793
주암(본),4007110,2026-05-26 02:00:00,42.34,101.89,0.0,257.091,56.3,18.812
주암(본),4007110,2026-05-26 03:00:00,45.025,101.89,0.0,257.185,56.3,18.831
주암(본),4007110,2026-05-26 04:00:00,46.653,101.9,0.0,257.285,56.3,18.847
주암(본),4007110,2026-05-26 05:00:00,44.559,101.9,0.0,257.378,56.3,18.865
주암(본),4007110,2026-05-26 06:00:00,31.716,101.9,0.0,257.424,56.3,18.883
주암(본),4007110,2026-05-26 07:00:00,31.21,101.91,0.0,257.468,56.3,18.904
주암(본),4007110,2026-05-26 08:00:00,42.477,101.91,0.0,257.553,56.4,18.921
주암(본),4007110,2026-05-26 09:00:00,22.689,101.91,0.0,257.566,56.4,18.939
주암(본),4007110,2026-05-26 10:00:00,24.841,101.91,0.0,257.588,56.4,18.952
주암(본),4007110,2026-05-26 11:00:00,20.05,101.91,0.0,257.591,56.4,18.967
주암(본),4007110,2026-05-26 12:00:00,43.589,101.92,0.0,257.68,56.4,18.978
주암(본),4007110,2026-05-26 13:00:00,12.579,101.92,0.0,257.657,56.4,18.996
주암(본),4007110,2026-05-26 14:00:00,38.812,101.92,0.0,257.728,56.4,19.006
주암(본),4007110,2026-05-26 15:00:00,0.0,101.92,0.3,257.647,56.4,19.031
주암(본),4007110,2026-05-26 16:00:00,32.429,101.92,0.4,257.696,56.4,19.04
주암(본),4007110,2026-05-26 17:00:00,13.69,101.92,0.4,257.676,56.4,19.051
주암(본),4007110,2026-05-26 18:00:00,25.473,101.92,2.4,257.699,56.4,19.056
주암(본),4007110,2026-05-26 19:00:00,12.112,101.92,0.8,257.674,56.4,19.056
주암(본),4007110,2026-05-26 20:00:00,41.544,101.92,1.2,257.755,56.4,19.072
주암(본),4007110,2026-05-26 21:00:00,0.0,101.92,2.2,257.647,56.4,19.084
주암(본),4007110,2026-05-26 22:00:00,20.131,101.92,2.5,257.651,56.4,19.075
주암(본),4007110,2026-05-26 23:00:00,47.471,101.92,4.3,257.753,56.4,19.082
주암(본),4007110,2026-05-27 00:00:00,19.632,101.92,2.4,257.755,56.4,19.104
주암(본),4007110,2026-05-27 01:00:00,31.448,101.92,2.1,257.8,56.4,19.115
주암(본),4007110,2026-05-27 02:00:00,25.013,101.92,0.3,257.821,56.4,19.124
주암(본),4007110,2026-05-27 03:00:00,12.721,101.92,0.2,257.798,56.4,19.138
주암(본),4007110,2026-05-27 04:00:00,20.203,101.92,0.0,257.802,56.4,19.147
주암(본),4007110,2026-05-27 05:00:00,10.045,101.92,0.3,257.769,56.4,19.156
주암(본),4007110,2026-05-27 06:00:00,17.577,101.92,0.1,257.763,56.4,19.16
주암(본),4007110,2026-05-27 07:00:00,10.051,101.92,0.5,257.73,56.4,19.162
주암(본),4007110,2026-05-27 08:00:00,22.92,101.92,0.2,257.744,56.4,19.17
주암(본),4007110,2026-05-27 09:00:00,13.835,101.92,0.0,257.724,56.4,19.196
주암(본),4007110,2026-05-27 10:00:00,28.322,101.92,0.1,257.757,56.4,19.211
주암(조),4104610,2026-05-24 10:00:00,13.496,96.3,0.0,137.423,55.0,34.024
주암(조),4104610,2026-05-24 11:00:00,15.531,96.29,0.0,137.358,54.9,33.614
주암(조),4104610,2026-05-24 12:00:00,71.631,96.33,0.0,137.616,55.1,0.0
주암(조),4104610,2026-05-24 13:00:00,9.718,96.34,0.0,137.649,55.1,0.357
주암(조),4104610,2026-05-24 14:00:00,0.0,96.28,0.0,137.34,54.9,34.48
주암(조),4104610,2026-05-24 15:00:00,14.133,96.27,0.0,137.26,54.9,36.439
주암(조),4104610,2026-05-24 16:00:00,15.411,96.25,0.0,137.184,54.9,36.494
주암(조),4104610,2026-05-24 17:00:00,12.451,96.24,0.0,137.097,54.8,36.534
주암(조),4104610,2026-05-24 18:00:00,15.887,96.22,0.0,137.023,54.8,36.526
주암(조),4104610,2026-05-24 19:00:00,14.155,96.21,0.0,136.943,54.8,36.544
주암(조),4104610,2026-05-24 20:00:00,13.378,96.19,0.0,136.859,54.7,36.545
주암(조),4104610,2026-05-24 21:00:00,17.768,96.18,0.0,136.791,54.7,36.574
주암(조),4104610,2026-05-24 22:00:00,13.302,96.17,0.0,136.708,54.7,36.58
주암(조),4104610,2026-05-24 23:00:00,11.346,96.15,0.0,136.617,54.7,36.596
주암(조),4104610,2026-05-25 00:00:00,20.248,96.14,0.0,136.558,54.6,36.609
주암(조),4104610,2026-05-25 01:00:00,23.045,96.13,0.0,136.518,54.6,33.989
주암(조),4104610,2026-05-25 02:00:00,12.222,96.12,0.0,136.441,54.6,33.833
주암(조),4104610,2026-05-25 03:00:00,16.717,96.11,0.0,136.379,54.6,33.828
주암(조),4104610,2026-05-25 04:00:00,14.935,96.09,0.0,136.311,54.5,33.824
주암(조),4104610,2026-05-25 05:00:00,13.521,96.08,0.0,136.238,54.5,33.91
주암(조),4104610,2026-05-25 06:00:00,15.091,96.07,0.0,136.169,54.5,34.147
주암(조),4104610,2026-05-25 07:00:00,14.243,96.05,0.0,136.097,54.4,34.16
주암(조),4104610,2026-05-25 08:00:00,16.141,96.04,0.0,136.033,54.4,34.113
주암(조),4104610,2026-05-25 09:00:00,13.45,96.03,0.0,135.958,54.4,34.117
주암(조),4104610,2026-05-25 10:00:00,14.525,96.01,0.0,135.887,54.4,34.275
주암(조),4104610,2026-05-25 11:00:00,13.547,96.0,0.0,135.812,54.3,34.491
주암(조),4104610,2026-05-25 12:00:00,16.63,95.99,0.0,135.747,54.3,34.574
주암(조),4104610,2026-05-25 13:00:00,16.537,95.98,0.0,135.683,54.3,34.481
주암(조),4104610,2026-05-25 14:00:00,14.92,95.96,0.0,135.613,54.3,34.198
주암(조),4104610,2026-05-25 15:00:00,15.16,95.95,0.0,135.545,54.2,33.993
주암(조),4104610,2026-05-25 16:00:00,15.349,95.94,0.0,135.478,54.2,34.016
주암(조),4104610,2026-05-25 17:00:00,14.827,95.93,0.0,135.409,54.2,33.938
주암(조),4104610,2026-05-25 18:00:00,14.172,95.91,0.0,135.338,54.1,33.894
주암(조),4104610,2026-05-25 19:00:00,13.881,95.9,0.0,135.266,54.1,33.853
주암(조),4104610,2026-05-25 20:00:00,17.437,95.89,0.0,135.207,54.1,33.854
주암(조),4104610,2026-05-25 21:00:00,15.054,95.88,0.0,135.14,54.1,33.86
주암(조),4104610,2026-05-25 22:00:00,14.325,95.86,0.0,135.069,54.0,33.853
주암(조),4104610,2026-05-25 23:00:00,15.573,95.85,0.0,135.003,54.0,33.879
주암(조),4104610,2026-05-26 00:00:00,13.584,95.84,0.0,134.93,54.0,33.862
주암(조),4104610,2026-05-26 01:00:00,15.239,95.82,0.0,134.863,54.0,33.85
주암(조),4104610,2026-05-26 02:00:00,15.262,95.81,0.0,134.796,53.9,33.873
주암(조),4104610,2026-05-26 03:00:00,13.148,95.8,0.0,134.721,53.9,33.981
주암(조),4104610,2026-05-26 04:00:00,14.721,95.78,0.0,134.652,53.9,34.054
주암(조),4104610,2026-05-26 05:00:00,15.755,95.77,0.0,134.586,53.8,34.061
주암(조),4104610,2026-05-26 06:00:00,16.676,95.76,0.0,134.523,53.8,34.065
주암(조),4104610,2026-05-26 07:00:00,12.402,95.75,0.0,134.445,53.8,34.096
주암(조),4104610,2026-05-26 08:00:00,13.11,95.73,0.0,134.37,53.8,34.054
주암(조),4104610,2026-05-26 09:00:00,14.99,95.72,0.0,134.299,53.7,34.74
주암(조),4104610,2026-05-26 10:00:00,18.542,95.71,0.0,134.243,53.7,34.153
주암(조),4104610,2026-05-26 11:00:00,10.457,95.69,0.0,134.157,53.7,34.346
주암(조),4104610,2026-05-26 12:00:00,17.335,95.68,0.0,134.095,53.6,34.557
주암(조),4104610,2026-05-26 13:00:00,17.609,95.67,0.0,134.036,53.6,33.915
주암(조),4104610,2026-05-26 14:00:00,13.285,95.66,0.0,133.963,53.6,33.591
주암(조),4104610,2026-05-26 15:00:00,17.752,95.64,0.0,133.906,53.6,33.474
주암(조),4104610,2026-05-26 16:00:00,14.44,95.63,0.0,133.838,53.5,33.412
주암(조),4104610,2026-05-26 17:00:00,17.214,95.62,0.1,133.78,53.5,33.353
주암(조),4104610,2026-05-26 18:00:00,23.263,95.61,7.7,133.744,53.5,33.319
주암(조),4104610,2026-05-26 19:00:00,22.902,95.61,3.9,133.706,53.5,33.291
주암(조),4104610,2026-05-26 20:00:00,18.894,95.6,1.9,133.654,53.5,33.255
주암(조),4104610,2026-05-26 21:00:00,19.18,95.59,4.3,133.604,53.4,33.236
주암(조),4104610,2026-05-26 22:00:00,18.727,95.58,2.1,133.552,53.4,33.227
주암(조),4104610,2026-05-26 23:00:00,22.579,95.57,2.1,133.513,53.4,33.218
주암(조),4104610,2026-05-27 00:00:00,18.719,95.56,0.1,133.461,53.4,33.219
주암(조),4104610,2026-05-27 01:00:00,16.852,95.55,2.1,133.4,53.4,33.852
주암(조),4104610,2026-05-27 02:00:00,21.314,95.54,1.1,133.355,53.3,33.87
주암(조),4104610,2026-05-27 03:00:00,19.066,95.53,0.0,133.301,53.3,33.872
주암(조),4104610,2026-05-27 04:00:00,17.642,95.52,0.0,133.243,53.3,33.892
주암(조),4104610,2026-05-27 05:00:00,18.836,95.51,0.0,133.189,53.3,33.892
주암(조),4104610,2026-05-27 06:00:00,19.446,95.5,1.0,133.137,53.3,33.918
주암(조),4104610,2026-05-27 07:00:00,18.393,95.49,0.9,133.081,53.2,33.893
주암(조),4104610,2026-05-27 08:00:00,18.116,95.48,0.0,133.024,53.2,33.894
주암(조),4104610,2026-05-27 09:00:00,17.948,95.47,0.0,132.967,53.2,33.892
주암(조),4104610,2026-05-27 10:00:00,17.731,95.46,0.0,132.908,53.2,33.953
장흥,5101110,2026-05-24 10:00:00,5.024,72.54,0.0,101.607,53.2,5.024
장흥,5101110,2026-05-24 11:00:00,2.331,72.54,0.0,101.607,53.2,2.331
장흥,5101110,2026-05-24 12:00:00,1.868,72.54,0.0,101.607,53.2,1.868
장흥,5101110,2026-05-24 13:00:00,1.872,72.54,0.0,101.607,53.2,1.872
장흥,5101110,2026-05-24 14:00:00,1.963,72.54,0.0,101.607,53.2,1.963
장흥,5101110,2026-05-24 15:00:00,4.782,72.54,0.0,101.607,53.2,4.782
장흥,5101110,2026-05-24 16:00:00,4.972,72.54,0.0,101.607,53.2,4.972
장흥,5101110,2026-05-24 17:00:00,4.955,72.54,0.0,101.607,53.2,4.955
장흥,5101110,2026-05-24 18:00:00,4.952,72.54,0.0,101.607,53.2,4.952
장흥,5101110,2026-05-24 19:00:00,4.937,72.54,0.0,101.607,53.2,4.937
장흥,5101110,2026-05-24 20:00:00,4.928,72.54,0.0,101.607,53.2,4.928
장흥,5101110,2026-05-24 21:00:00,0.0,72.53,0.0,101.555,53.2,4.927
장흥,5101110,2026-05-24 22:00:00,0.0,72.53,0.0,101.533,53.2,4.926
장흥,5101110,2026-05-24 23:00:00,4.922,72.53,0.0,101.533,53.2,4.922
장흥,5101110,2026-05-25 00:00:00,4.922,72.53,0.0,101.533,53.2,4.922
장흥,5101110,2026-05-25 01:00:00,4.926,72.53,0.0,101.533,53.2,4.926
장흥,5101110,2026-05-25 02:00:00,4.923,72.53,0.0,101.533,53.2,4.923
장흥,5101110,2026-05-25 03:00:00,5.154,72.53,0.0,101.533,53.2,5.154
장흥,5101110,2026-05-25 04:00:00,5.189,72.53,0.0,101.533,53.2,5.189
장흥,5101110,2026-05-25 05:00:00,0.0,72.53,0.0,101.496,53.1,5.186
장흥,5101110,2026-05-25 06:00:00,0.0,72.52,0.0,101.459,53.1,5.002
장흥,5101110,2026-05-25 07:00:00,4.935,72.52,0.0,101.459,53.1,4.935
장흥,5101110,2026-05-25 08:00:00,4.939,72.52,0.0,101.459,53.1,4.939
장흥,5101110,2026-05-25 09:00:00,4.934,72.52,0.0,101.459,53.1,4.934
장흥,5101110,2026-05-25 10:00:00,4.945,72.52,0.0,101.459,53.1,4.945
장흥,5101110,2026-05-25 11:00:00,0.0,72.51,0.0,101.407,53.1,5.041
장흥,5101110,2026-05-25 12:00:00,7.195,72.51,0.0,101.414,53.1,5.139
장흥,5101110,2026-05-25 13:00:00,0.0,72.51,0.0,101.392,53.1,5.128
장흥,5101110,2026-05-25 14:00:00,3.071,72.51,0.0,101.385,53.1,5.127
장흥,5101110,2026-05-25 15:00:00,5.15,72.51,0.0,101.385,53.1,5.15
장흥,5101110,2026-05-25 16:00:00,5.151,72.51,0.0,101.385,53.1,5.151
장흥,5101110,2026-05-25 17:00:00,5.155,72.51,0.0,101.385,53.1,5.155
장흥,5101110,2026-05-25 18:00:00,0.0,72.51,0.0,101.348,53.1,5.165
장흥,5101110,2026-05-25 19:00:00,0.0,72.5,0.0,101.311,53.0,5.16
장흥,5101110,2026-05-25 20:00:00,5.162,72.5,0.0,101.311,53.0,5.162
장흥,5101110,2026-05-25 21:00:00,5.161,72.5,0.0,101.311,53.0,5.161
장흥,5101110,2026-05-25 22:00:00,5.008,72.5,0.0,101.311,53.0,5.008
장흥,5101110,2026-05-25 23:00:00,4.925,72.5,0.0,101.311,53.0,4.925
장흥,5101110,2026-05-26 00:00:00,4.922,72.5,0.0,101.311,53.0,4.922
장흥,5101110,2026-05-26 01:00:00,0.0,72.49,0.0,101.237,53.0,4.925
장흥,5101110,2026-05-26 02:00:00,4.926,72.49,0.0,101.237,53.0,4.926
장흥,5101110,2026-05-26 03:00:00,5.126,72.49,0.0,101.237,53.0,5.126
장흥,5101110,2026-05-26 04:00:00,5.217,72.49,0.0,101.237,53.0,5.217
장흥,5101110,2026-05-26 05:00:00,5.216,72.49,0.0,101.237,53.0,5.216
장흥,5101110,2026-05-26 06:00:00,5.205,72.49,0.0,101.237,53.0,5.205
장흥,5101110,2026-05-26 07:00:00,0.0,72.48,0.0,101.178,53.0,5.188
장흥,5101110,2026-05-26 08:00:00,5.037,72.48,0.0,101.178,53.0,5.037
장흥,5101110,2026-05-26 09:00:00,0.962,72.48,0.0,101.163,53.0,5.045
장흥,5101110,2026-05-26 10:00:00,5.213,72.48,0.0,101.163,53.0,5.213
장흥,5101110,2026-05-26 11:00:00,5.153,72.48,0.0,101.163,53.0,5.153
장흥,5101110,2026-05-26 12:00:00,3.108,72.48,0.0,101.156,53.0,5.164
장흥,5101110,2026-05-26 13:00:00,5.16,72.48,0.0,101.156,53.0,5.16
장흥,5101110,2026-05-26 14:00:00,0.0,72.48,0.0,101.133,53.0,5.152
장흥,5101110,2026-05-26 15:00:00,0.0,72.47,0.0,101.089,52.9,5.031
장흥,5101110,2026-05-26 16:00:00,4.838,72.47,0.0,101.089,52.9,4.838
장흥,5101110,2026-05-26 17:00:00,4.767,72.47,0.0,101.089,52.9,4.767
장흥,5101110,2026-05-26 18:00:00,4.735,72.47,0.0,101.089,52.9,4.735
장흥,5101110,2026-05-26 19:00:00,4.703,72.47,0.7,101.089,52.9,4.703
장흥,5101110,2026-05-26 20:00:00,4.691,72.47,1.0,101.089,52.9,4.691
장흥,5101110,2026-05-26 21:00:00,4.632,72.47,2.3,101.089,52.9,4.632
장흥,5101110,2026-05-26 22:00:00,6.685,72.47,2.8,101.096,52.9,4.629
장흥,5101110,2026-05-26 23:00:00,4.659,72.47,2.6,101.096,52.9,4.659
장흥,5101110,2026-05-27 00:00:00,2.873,72.47,0.0,101.089,52.9,4.929
장흥,5101110,2026-05-27 01:00:00,4.93,72.47,0.0,101.089,52.9,4.93
장흥,5101110,2026-05-27 02:00:00,0.0,72.47,0.0,101.052,52.9,4.945
장흥,5101110,2026-05-27 03:00:00,15.191,72.47,0.0,101.089,52.9,4.941
장흥,5101110,2026-05-27 04:00:00,0.0,72.46,0.0,101.037,52.9,4.937
장흥,5101110,2026-05-27 05:00:00,0.0,72.46,0.0,101.015,52.9,4.987
장흥,5101110,2026-05-27 06:00:00,5.086,72.46,0.3,101.015,52.9,5.086
장흥,5101110,2026-05-27 07:00:00,5.089,72.46,0.0,101.015,52.9,5.089
장흥,5101110,2026-05-27 08:00:00,5.075,72.46,0.0,101.015,52.9,5.075
장흥,5101110,2026-05-27 09:00:00,5.022,72.46,0.0,101.015,52.9,5.022
장흥,5101110,2026-05-27 10:00:00,5.116,72.46,0.0,101.015,52.9,5.116
